subject,id,task,num,severity,flags,question
jit,166,sample,35,P0,"banned_phrase;whyWrong_khop_dap_an_tail","コンピュータのデータは何の並びで表現された数字ですか。"
jit,167,sample,36,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","JRのSuicaなどで使われているのは何ですか。"
jit,168,sample,37,P0,"banned_phrase;whyWrong_khop_dap_an_tail","工業所有権はどんな権ですか。"
jit,169,sample,38,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","携帯電話、パソコン、カーナビ、マウス、キーボード、ヘッドホンなどに搭載されている通信規格は何ですか。"
jit,171,sample,40,P0,"banned_phrase;whyWrong_khop_dap_an_tail","着信メロディについて正しくないものを選びなさい。"
jit,173,sample,42,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","【専門知識】（ ）とは、インターネット上で提供される各種のサービス・システム・各種のファイルの場所を特定するための記述方式です。"
jit,176,sample,45,P0,"banned_phrase;whyWrong_khop_dap_an_tail","著作権の特徴はなんですか。"
jit,177,sample,46,P0,"banned_phrase;whyWrong_khop_dap_an_tail","2つ以上の処理装置が、メモリを共有せずに、それぞれ独立したメモリを持って並列処理を行う方式は何でしょう。"
jit,178,sample,47,P0,"banned_phrase;whyWrong_khop_dap_an_tail","インターネットでは、IPアドレス（コンピュータの住所にあたる番号）を使って、相手の（ ）を特定します。"
jit,181,sample,50,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】次の日本語の用語をベトナム語に直しなさい。 高水準言語"
jit,182,sample,51,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Web2.0について正しくないものをえらんでください。"
jit,183,sample,52,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","【専門知識】1文字を表現するために、16ビット（2バイト）のデータ量を使用する文字コードは何ですか。"
jit,184,pt,1,P0,"banned_phrase;whyWrong_khop_dap_an_tail","動画像では、1つ前の画像との違っている部分だけを記録して圧縮率を高める方法を何と言いますか。"
jit,185,pt,2,P0,"banned_phrase;whyWrong_khop_dap_an_tail","「#」の記号はどのように読みますか。"
jit,186,pt,3,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","JISコードは、日本工業規格 JIS が定めたもので、（  ）bitの数字を（  ）桁ずつ区切って表します。"
jit,187,pt,4,P0,"banned_phrase;whyWrong_khop_dap_an_tail","パリティビットには、どのような種類がありますか。"
jit,189,pt,6,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","2進数10011と2進数101を乗算した結果の2進数はどれか。"
jit,190,pt,7,P0,"banned_phrase;whyWrong_khop_dap_an_tail","CDでは、傷や手の脂、埃などによってデータが正しく読み取れない場合があります。このような誤りを検出・訂正するための仕組みを何と言いますか。"
jit,191,pt,8,P0,"banned_phrase;whyWrong_khop_dap_an_tail","通信回線の伝送誤りに対処するパリティチェック方式（垂直パリティ）の記述として、適切なものはどれか。"
jit,192,pt,9,P0,"banned_phrase;whyWrong_khop_dap_an_tail","「giai thừa」は日本語の漢字でどのように読みますか。"
jit,193,pt,10,P0,"banned_phrase;whyWrong_khop_dap_an_tail","「論理和」は何ですか。"
jit,196,pt,13,P0,"banned_phrase;whyWrong_khop_dap_an_tail","改行が何番のコードにあたるかなど、画面に直接表示できない記号は何と呼ばれますか。"
jit,197,pt,14,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","世界の主要な言語で使われている文字を統一的に表す文字コードはどれか。"
jit,198,pt,15,P0,"banned_phrase;whyWrong_khop_dap_an_tail","マウスやキーボードの操作方法、ウィンドウの見え方などを決めるものを何と言いますか。"
jit,201,pt,18,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","「変調」は英語で何ですか。"
jit,202,pt,19,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","映像データや音声データの圧縮方式として代表的なものはどれか。"
jit,203,pt,20,P0,"banned_phrase;whyWrong_khop_dap_an_tail","ネットワークの形態について、中心に集線装置を置き複数のコンピュータを接続する形態はどれか。"
jit,205,pt,22,P0,"banned_phrase;whyWrong_khop_dap_an_tail","一般に100 Kbps〜1 Mbps以上の通信速度を何と言いますか。"
jit,206,pt,23,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","プリンタの解像度をドット数で表す単位は何といいますか。"
jit,207,pt,24,P0,"banned_phrase;whyWrong_khop_dap_an_tail","情報量の（  ）単位のことをビット(bit)といいます。"
jit,208,pt,25,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A〜Zの26種類の文字を表現するには最低何ビット必要か。"
jit,209,pt,26,P0,"banned_phrase;whyWrong_khop_dap_an_tail","ある音をコンピュータのファイルに記録するとき、符号化ビット数（量子化ビット数）を大きくするとどうなるか。"
jit,210,pt,27,P0,"banned_phrase;whyWrong_khop_dap_an_tail","（  ）とは、数値を扱う際に「基となる数」のことである。"
jit,211,pt,28,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","「プロキシサーバ」はベトナム語で何と言いますか。"
jit,212,pt,29,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","「CRC」は英語でなんですか。"
jit,213,pt,30,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","電源が切れたとき、データが消えてしまうものは何ですか。"
jit,215,pt,32,P0,"banned_phrase;whyWrong_khop_dap_an_tail","見かけ上の記憶容量を実際のメモリ容量より大きくし、大きなメモリ空間を確保することを何と言いますか。"
jit,216,pt,33,P0,"banned_phrase;whyWrong_khop_dap_an_tail","ぎざぎざの少ないきれいな画像を得るには何を増やすとよいか。"
jit,217,pt,34,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","10進数のマイナス5を、2の補数表現で8ビットの2進数で表すとどうなるか。"
jit,218,pt,35,P0,"banned_phrase;whyWrong_khop_dap_an_tail","音声を圧縮する際によく使われる、波を正弦波に分解する変換は何ですか。"
jit,219,pt,36,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","2進数100001を3倍したものはどれか。"
jit,220,pt,37,P0,"banned_phrase;whyWrong_khop_dap_an_tail","装置Aと装置Bが直列につながっているシステムを何と言いますか。"
jit,221,pt,38,P0,"banned_phrase;whyWrong_khop_dap_an_tail","装置Aと装置Bが並列につながっているシステムを何と言いますか。"
jit,222,pt,39,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","イラストなどに使われる、最大表示色が256色の静止画圧縮形式はどれか。"
jit,223,pt,40,P0,"banned_phrase;whyWrong_khop_dap_an_tail","波の高さの最大値をいくつの段階で表すかを何と言いますか。"
jit,224,pt,41,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","2バイトで1文字を表すとき、何種類の文字まで表せるか。"
jit,225,pt,42,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","10進数155を2進数で表したものはどれか。"
jit,226,pt,43,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","2進数1.111を10進数で表現したものはどれか。"
jit,227,pt,44,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","MIDI命令のデータ段階（取りうる値の数）として適切なものはどれか。"
jit,228,pt,45,P0,"banned_phrase;whyWrong_khop_dap_an_tail","「小文字」はどのように読みますか。ベトナム語で何ですか。"
jit,230,pt,47,P0,"banned_phrase;whyWrong_khop_dap_an_tail","データの（  ）と（  ）の対応を決めているのが文字コードです。"
jit,232,pt,49,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","圧縮・解凍ソフトでファイルを圧縮したとき、圧縮方式によって付けられる拡張子として正しいものはどれですか。"
jit,233,pt,50,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","動画像では、静止画圧縮と差分記録を組み合わせて圧縮率を高めた形式としてよく用いられるものは何ですか。"
jit,234,pt,51,P0,"banned_phrase;whyWrong_khop_dap_an_tail","「sóng hình sin」は日本語の漢字でどのように書きますか。どのように読みますか。"
jit,235,pt,52,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","ネットワークのデータ伝送速度を表す単位はどれか。"
jit,236,pt,53,P0,"banned_phrase;whyWrong_khop_dap_an_tail","「帯域幅」はどのように読みますか。ベトナム語で何ですか。"
jit,237,pt,54,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","「マス目」はベトナム語で何ですか。"
jit,238,pt,55,P0,"banned_phrase;whyWrong_khop_dap_an_tail","「PLC」はベトナム語で何ですか。"
jit,239,pt,56,P0,"banned_phrase;whyWrong_khop_dap_an_tail","個人のパソコンをねらった（  ）としてウイルスが代表的です。"
jit,240,pt,57,P0,"banned_phrase;whyWrong_khop_dap_an_tail","ウィルスに感染するのを避けるために、何をしますか。"
jit,241,pt,58,P0,"banned_phrase;whyWrong_khop_dap_an_tail","国際標準の携帯電話で利用できるアプリケーションを決定するのが何と呼ぶソフトウェアですか。"
jit,242,pt,59,P0,"banned_phrase;whyWrong_khop_dap_an_tail","「周波数帯」はどのように読みますか。ベトナム語で何ですか。"
jit,243,pt,60,P0,"banned_phrase;whyWrong_khop_dap_an_tail","LSIは日本語で何ですか。"
jit,244,pt,61,P0,"banned_phrase;whyWrong_khop_dap_an_tail","A3サイズ（29.7cm×42.0cm）を350 dpiで印刷する場合の画素数の計算で使う関係はどれか。"
jit,245,pt,62,P0,"banned_phrase;whyWrong_khop_dap_an_tail","「số nguyên tố」は日本語で何ですか。"
jit,246,pt,63,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","「サイマル放送」はベトナム語で何ですか。"
jit,248,pt,65,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","次の説明する文書は ただしですか。（Phần thuyết minh về từ vựng được cho là đúng hay sai?） 認証とは公開鍵方式と秘密鍵方式により暗号化した状態で情報通信を行うこと。"
jit,249,pt,66,P0,"banned_phrase;whyWrong_khop_dap_an_tail","OSIのセッション層（第5層）の主な役割として、最も適切なものはどれですか。"
jit,251,pt,68,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","マザーボードとケーブルで接続された箱は何ですか。"
jit,252,pt,69,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","クロック周波数 3 GHz のプロセッサにおいて、1つの命令が6クロックで実行できるとき、1命令の実行に必要な時間は何ナノ秒か。"
jit,253,pt,70,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","出力装置は何がありますか。"
jit,254,pt,71,P0,"banned_phrase;whyWrong_khop_dap_an_tail","「ROM」とは何ですか。"
jit,255,pt,72,P0,"banned_phrase;whyWrong_khop_dap_an_tail","チューリングマシンは何から構造されますか。"
jit,256,pt,73,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","故障以外で問題なのは、( ) による不具合です。"
jit,257,pt,74,P0,"banned_phrase;whyWrong_khop_dap_an_tail","「bộ vi xử lý」は日本語でなんですか。"
jit,258,pt,75,P0,"banned_phrase;whyWrong_khop_dap_an_tail","AさんがBさんに電子文書を送信し、Bさんがその文書の送信者を確認する方法について、本文の内容に基づき、正しく説明しているものはどれか。"
jit,259,pt,76,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Aさんは、Bさんに機密文書を電子メールで送信するため、公開鍵暗号方式を用いて文書を暗号化することにした。このとき、Aさんが文書を暗号化するために使用するべき鍵はどれか。"
jit,260,pt,77,P0,"banned_phrase;whyWrong_khop_dap_an_tail","コンピュータウイルスの予防策として、最も適切なものはどれですか。"
jit,261,pt,78,P0,"banned_phrase;whyWrong_khop_dap_an_tail","CPUについて正しくないものをえらんでください。"
jit,263,pt,80,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","以下のメモリ部品の中で、アクセス速度が一番速いのはどちらですか。"
jit,264,pt,81,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","記憶装置は何が該当しますか。"
jit,265,pt,82,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","「DoS」はベトナム語で何ですか。"
jit,266,pt,83,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","ある企業のデータセンターには、重要な役割を果たすサーバーがあります。このサーバーの稼働データを分析したところ、平均故障間隔が500時間、平均修復時間が10時間であることがわかりました。このサーバーの稼働率はいくつか。"
jit,268,pt,85,P0,"banned_phrase;whyWrong_khop_dap_an_tail","「工業所有権」に属しているものはどの有権ですか。"
jit,269,pt,86,P0,"banned_phrase;whyWrong_khop_dap_an_tail","「bước đệm」は日本語で何ですか。"
jit,270,pt,87,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","「RAM」は英語で何ですか。"
jit,271,pt,88,P0,"banned_phrase;whyWrong_khop_dap_an_tail","OSIにおいて、「隣接機器間転送」の機能は主にどの階層が担当しますか。"
jit,272,pt,89,P0,"banned_phrase;whyWrong_khop_dap_an_tail","「通信制御」はどのように読みますか。ベトナム語で何ですか。"
jit,274,pt,91,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","メモリ空間には、番地が割り当てられるところは何と呼ばれましたか。"
jit,275,pt,92,P0,"banned_phrase;whyWrong_khop_dap_an_tail","コンピュータウィルスについて正しくないものをえらんでください。"
jit,277,pt,94,P0,"banned_phrase;whyWrong_khop_dap_an_tail","「_」のキーボードの記号はどのように読みますか。"
jit,279,pt,96,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","「バス」はベトナム語で何ですか。"
jit,280,pt,97,P0,"banned_phrase;whyWrong_khop_dap_an_tail","「転置式」はどのように読みますか。ベトナム語で何ですか。"
jit,281,pt,98,P0,"banned_phrase;whyWrong_khop_dap_an_tail","ある回路の入力Xと出力Yの関係が、Y = NOT X で表されるとき、この回路は何回路と呼ばれますか。"
jit,283,pt,100,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","「流通過程」はベトナム語で何ですか。"
jit,284,pt,101,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","「ブロードバンド」は英語で何ですか。ベトナム語で何ですか。"
jit,286,pt,103,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","NTTドコモのFOMAの商品は何世代携帯電話のものですか。"
jit,287,pt,104,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","「EDI」は英語でどの言葉に略されましたか。"
jit,288,pt,105,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","ある会社のシステムは、3つの装置A、B、Cで構成されています。AとBは並列接続され、それらがCと直列接続されています。各装置の稼働率はそれぞれ0.9、0.9、0.95であるとき、システム全体の稼働率はいくつか。"
jit,289,pt,106,P0,"banned_phrase;whyWrong_khop_dap_an_tail","指先とのセンサの間に蓄えられる電荷を測定する方式は何の方式ですか。"
jit,290,pt,107,P0,"banned_phrase;whyWrong_khop_dap_an_tail","「単結晶」はどのように読みますか。また、ベトナム語で何ですか。"
jit,291,pt,108,P0,"banned_phrase;whyWrong_khop_dap_an_tail","コンピュータのCPUにおいて、バスの主な役割として最も適切なものはどれか。"
jit,292,pt,109,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Chọn cách gọi tên đúng của hệ thống trong hình"
jit,293,fuexam,6,P0,"banned_phrase;whyWrong_khop_dap_an_tail","データベースの表現法には「データを親、子、孫のような階層構造に並べ、最上位の親からたどることによって検索する表現法です。」とかいてあるものはどんな表現ですか。"
jit,294,fuexam,13,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】次のベトナム語の用語をベトナム語に直しなさい。 分散処理システム"
jit,295,fuexam,41,P0,"banned_phrase;whyWrong_khop_dap_an_tail","ロングテールの考え方を活用したインターネットにおけるビジネスの説明として、適切なものはどれか"
jit,296,fuexam,42,P0,"banned_phrase;whyWrong_khop_dap_an_tail","日本語でのコードについて正しくないものをえらんでください。"
jit,297,fuexam,43,P0,"banned_phrase;whyWrong_khop_dap_an_tail","コンピューターが逢(あ)える事故は何ですか。"
jit,299,fuexam,45,P0,"banned_phrase;whyWrong_khop_dap_an_tail","OSの機能は何ですか。"
jit,301,fuexam,47,P0,"banned_phrase;whyWrong_khop_dap_an_tail","「取引プロセスとは、( ) 以外にも商品案内や配送などの処理、さらには商品開発まで含めます。」"
jit,302,fuexam,48,P0,"banned_phrase;whyWrong_khop_dap_an_tail","メール利用の注意について正しくないものはどれですか。"
jit,303,fuexam,49,P0,"banned_phrase;whyWrong_khop_dap_an_tail","映画では1秒に何回の書き換えを行っていますか。"
jit,304,fuexam,50,P0,"banned_phrase;whyWrong_khop_dap_an_tail","「射影の結果を並べ替えるには ( ) という単語を使います。」"
jit,306,fuexam,52,P0,"banned_phrase;whyWrong_khop_dap_an_tail","「小さいものから順に または逆に大きいものから順にデータを並べ替えること」は何を指しますか。"
jit,307,fuexam,53,P0,"banned_phrase;whyWrong_khop_dap_an_tail","クッキー(cookie)に関する記述a~cのうち、適切なものだけをすべて挙げたものはどれか。"
jit,309,fuexam,55,P0,"banned_phrase;whyWrong_khop_dap_an_tail","フォルダとは何ですか"
jit,310,fuexam,56,P0,"banned_phrase;whyWrong_khop_dap_an_tail","「電子機器には、コンピュータ、携帯電話、( ) を始めとして、ポータブルオーディオやゲーム機などの家電製品など多くのものがあり、ネットワークは成長し続けています。」"
jit,312,fuexam,58,P0,"banned_phrase;whyWrong_khop_dap_an_tail","出力用ハードウェアは何ですか。"
jit,313,fuexam,59,P0,"banned_phrase;whyWrong_khop_dap_an_tail","新たなプログラムを作成するときに、効率的な内部処理とともに考慮しなければならない重要な要素は何ですか。"
jit,314,fuexam,60,P0,"banned_phrase;whyWrong_khop_dap_an_tail","動画像情報圧縮では、何がよく用いられますか。"
jit,315,slides,295,P0,"banned_phrase;whyWrong_khop_dap_an_tail","スカベンジングといって、残された個人情報を（ ）する犯罪もあります。"
jit,316,slides,297,P0,"banned_phrase;whyWrong_khop_dap_an_tail","【専門知識】「.com」のように種別だけで国名がないのはどの国のドメイン名ですか。"
jit,317,slides,298,P0,"banned_phrase;whyWrong_khop_dap_an_tail","【専門知識】HTMLとは;Hyper Text Markup Languageの略で、文字の（ ）、音、ファイルへのリンクなどが記述できます。"
jit,318,slides,299,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Web2.0とは何ですか。"
jit,319,slides,300,P0,"banned_phrase;whyWrong_khop_dap_an_tail","【専門知識】「マウスやキーボードの操作の仕方、ウィンドウの見え方、ファイルの扱い方などを決定します」はOS機能の何の内容を指しますか。"
jit,320,slides,301,P0,"banned_phrase;whyWrong_khop_dap_an_tail","【専門知識】CPUの動作原理は何に基づいていますか。"
jit,321,slides,303,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","【専門知識】光ファイバを使って家庭まで高速通信を行うことは何でしょう。"
jit,324,slides,306,P0,"banned_phrase;whyWrong_khop_dap_an_tail","【専門知識】Web2.0の大きな特徴は何ですか。"
jit,325,slides,307,P0,"banned_phrase;whyWrong_khop_dap_an_tail","ユーザからの入力は何から行えますか。"
jit,326,slides,308,P0,"banned_phrase;whyWrong_khop_dap_an_tail","【専門知識】「ヒューマンインタフェースの設計は；（ ）検討時では十分に行えないことが多く；試作プログラムを作ってみて問題点を修正していくというやり方になります。」"
jit,327,slides,309,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","【専門知識】電気機械式はいつ誕生されましたか。"
jit,330,slides,312,P0,"banned_phrase;whyWrong_khop_dap_an_tail","着信メロディについて正しくないものを選びなさい。"
jit,331,slides,321,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】ジョン・モークリー（John Mauchly） の意味として最も適切なものはどれか。"
jit,332,slides,322,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】パス（path） の意味として最も適切なものはどれか。"
jit,333,slides,323,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】ライプニッツの乗算機（Leibniz のじょうさんき） の意味として最も適切なものはどれか。"
jit,334,slides,324,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】フォン・ノイマン（John von Neumann） の意味として最も適切なものはどれか。"
jit,335,slides,325,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】ファイル（file） の意味として最も適切なものはどれか。"
jit,336,slides,326,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】汎用計算機（はんようけいさんき） の意味として最も適切なものはどれか。"
jit,337,slides,327,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】アプリケーション（a pplication） の意味として最も適切なものはどれか。"
jit,338,slides,328,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】子供のフォルダ（こどもの folder） の意味として最も適切なものはどれか。"
jit,349,slides,339,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】不公平（ふこうへい） の意味として最も適切なものはどれか。"
jit,350,slides,340,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】フリーウェア（Freeware） の意味として最も適切なものはどれか。"
jit,351,slides,341,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】放送権（ほうそうけん） の意味として最も適切なものはどれか。"
jit,352,slides,342,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】実行ファイル（じっこう File） の意味として最も適切なものはどれか。"
jit,353,slides,343,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】きげん（きかいしき） の意味として最も適切なものはどれか。"
jit,354,slides,344,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】著作人格権（ちょさくじんかくけん） の意味として最も適切なものはどれか。"
jit,355,slides,345,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】ネチケット（netiquette） の意味として最も適切なものはどれか。"
jit,356,slides,346,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】漏洩（ろうえい） の意味として最も適切なものはどれか。"
jit,365,slides,355,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】電荷（でんか） の意味として最も適切なものはどれか。"
jit,366,slides,356,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】透過（とうか） の意味として最も適切なものはどれか。"
jit,367,slides,357,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】有機 EL ディスプレイ（ゆうき eelectroluminescence display） の意味として最も適切なものはどれか。"
jit,368,slides,358,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】周波数帯域（ちゅうはすうたいいき） の意味として最も適切なものはどれか。"
jit,369,slides,359,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】ブロードバンド（broadband） の意味として最も適切なものはどれか。"
jit,370,slides,360,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】SED（Surface-conduction Electron-emitter Display） の意味として最も適切なものはどれか。"
jit,371,slides,361,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】盗聴（とうちょう） の意味として最も適切なものはどれか。"
jit,372,slides,362,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】次のベトナム語の用語を日本語に直しなさい。 phát sóng từng đoạn"
jit,373,slides,363,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】次のベトナム語の用語を日本語に直しなさい。 ánh sáng phân cực"
jit,380,slides,370,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】遮蔽物（しゃへいぶつ） の意味として最も適切なものはどれか。"
jit,381,slides,371,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】ハンズフリー（hands-free） の意味として最も適切なものはどれか。"
jit,382,slides,372,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】光ファイバ（ひかり fiber） の意味として最も適切なものはどれか。"
jit,383,slides,373,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】ユビキタス（ubiquitous） の意味として最も適切なものはどれか。"
jit,384,slides,374,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】POS（Point of Sale） の意味として最も適切なものはどれか。"
jit,385,slides,375,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】コスト削減（cost さくげん） の意味として最も適切なものはどれか。"
jit,386,slides,376,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】truyền dữ liệu có dây（55） の意味として最も適切なものはどれか。"
jit,387,slides,377,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】受信機（じゅしんき） の意味として最も適切なものはどれか。"
jit,393,slides,383,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】WAN（Wide Area Network） の意味として最も適切なものはどれか。"
jit,394,slides,384,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】スター型（star がた） の意味として最も適切なものはどれか。"
jit,395,slides,385,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】ネームサーバ（name server） の意味として最も適切なものはどれか。"
jit,396,slides,386,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","【専門用語】犯罪的行為（はんざいてきこうい） の意味として最も適切なものはどれか。"
